ID Transação;ID Cliente;Data Compra;Data Envio;Tempo Entrega (dias);Região;Categoria Produto;Produto;Forma Pagamento;Valor Compra (R$);Reclamação;Comentários;Nota
1009;CUST01009;28/06/25;06/07/25;8;Sul;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Débito;1211;Não;-;3
1010;CUST01010;25/05/25;04/06/25;10;Sul;Bebidas;Refrigerante Cola 2L;Cartão Débito;869;Não;-;3
1011;CUST01011;29/05/25;01/06/25;3;Centro-Oeste;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Crédito;1466;Não;-;3
1012;CUST01012;29/06/25;01/07/25;2;Sudeste;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Crédito;420;Não;-;3
1013;CUST01013;15/06/25;19/06/25;4;Nordeste;Higiene Pessoal;Shampoo 400ml;PIX;1334;Sim;Produto danificado;2
1014;CUST01014;28/06/25;03/07/25;5;Sudeste;Bebidas;Cerveja Pilsen 350ml (pack 6);PIX;1604;Não;-;3
1015;CUST01015;15/05/25;23/05/25;8;Norte;Bebidas;Refrigerante Cola 2L;PIX;786;Não;-;3
1016;CUST01016;16/05/25;26/05/25;10;Sul;Alimentos Básicos;Macarrão Espaguete 500g;PIX;622;Não;-;3
1017;CUST01017;24/05/25;03/06/25;10;Sul;Higiene Pessoal;Creme Dental 90g;PIX;556;Não;-;3
1018;CUST01018;27/06/25;02/07/25;5;Nordeste;Higiene Pessoal;Sabonete em Barra;Cartão Crédito;287;Não;-;3
1019;CUST01019;10/06/25;11/06/25;1;Nordeste;Bebidas;Água Mineral 1,5L;Dinheiro;322;Não;-;3
1020;CUST01020;25/05/25;29/05/25;4;Nordeste;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Débito;638;Não;-;3
1021;CUST01021;05/06/25;10/06/25;5;Centro-Oeste;Bebidas;Refrigerante Cola 2L;PIX;820;Não;-;3
1022;CUST01022;05/06/25;06/06/25;1;Nordeste;Bebidas;Água Mineral 1,5L;Cartão Crédito;299;Não;-;3
1023;CUST01023;09/06/25;13/06/25;4;Sudeste;Higiene Pessoal;Creme Dental 90g;Cartão Débito;343;Não;Compra sem complicações;4
1024;CUST01024;17/05/25;22/05/25;5;Norte;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Crédito;876;Não;-;3
1025;CUST01025;23/05/25;25/05/25;2;Centro-Oeste;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;1360;Não;-;3
1026;CUST01026;16/05/25;20/05/25;4;Nordeste;Bebidas;Refrigerante Cola 2L;Cartão Débito;1037;Sim;Produto danificado;1
1027;CUST01027;18/05/25;22/05/25;4;Sudeste;Higiene Pessoal;Shampoo 400ml;Cartão Crédito;1255;Não;-;3
1028;CUST01028;24/05/25;29/05/25;5;Centro-Oeste;Alimentos Básicos;Macarrão Espaguete 500g;PIX;677;Sim;Quantidade incorreta;2
1029;CUST01029;16/05/25;24/05/25;8;Norte;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Crédito;623;Sim;Quantidade incorreta;1
1030;CUST01030;24/06/25;26/06/25;2;Nordeste;Higiene Pessoal;Creme Dental 90g;Cartão Crédito;405;Não;-;3
1031;CUST01031;15/06/25;20/06/25;5;Nordeste;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;1067;Não;-;3
1032;CUST01032;24/05/25;03/06/25;10;Norte;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Crédito;2879;Não;-;3
1033;CUST01033;23/06/25;03/07/25;10;Norte;Higiene Pessoal;Papel Higiênico c/12;PIX;1913;Não;-;3
1034;CUST01034;14/06/25;18/06/25;4;Nordeste;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Débito;884;Não;-;3
1035;CUST01035;24/06/25;25/06/25;1;Centro-Oeste;Higiene Pessoal;Sabonete em Barra;PIX;156;Não;Produto conforme anunciado;4
1036;CUST01036;25/06/25;03/07/25;8;Norte;Alimentos Básicos;Farinha de Trigo 1kg;PIX;474;Não;-;3
1037;CUST01037;16/05/25;21/05/25;5;Sul;Bebidas;Refrigerante Cola 2L;Cartão Crédito;1034;Não;-;3
1038;CUST01038;08/06/25;10/06/25;2;Centro-Oeste;Bebidas;Água Mineral 1,5L;Cartão Crédito;412;Não;-;3
1039;CUST01039;19/06/25;23/06/25;4;Sudeste;Alimentos Básicos;Feijão Carioca (1kg);PIX;1027;Não;-;3
1040;CUST01040;14/06/25;19/06/25;5;Sudeste;Bebidas;Suco de Laranja 1L;Cartão Débito;543;Não;-;3
1041;CUST01041;28/05/25;30/05/25;2;Sudeste;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Crédito;1331;Não;-;3
1042;CUST01042;21/05/25;22/05/25;1;Centro-Oeste;Limpeza Doméstica;Detergente Líquido 500ml;PIX;560;Não;-;3
1043;CUST01043;18/05/25;20/05/25;2;Centro-Oeste;Alimentos Básicos;Feijão Carioca (1kg);PIX;622;Não;-;3
1044;CUST01044;15/06/25;16/06/25;1;Nordeste;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;312;Não;-;3
1045;CUST01045;30/05/25;02/06/25;3;Centro-Oeste;Higiene Pessoal;Papel Higiênico c/12;PIX;1275;Não;-;3
1046;CUST01046;26/05/25;27/05/25;1;Centro-Oeste;Higiene Pessoal;Creme Dental 90g;PIX;513;Não;-;3
1047;CUST01047;19/05/25;21/05/25;2;Centro-Oeste;Higiene Pessoal;Shampoo 400ml;PIX;1673;Não;-;3
1048;CUST01048;09/06/25;13/06/25;4;Sudeste;Limpeza Doméstica;Desinfetante 1L;Cartão Crédito;526;Não;-;3
1049;CUST01049;25/05/25;27/05/25;2;Sudeste;Bebidas;Refrigerante Cola 2L;Dinheiro;1001;Não;-;3
1050;CUST01050;11/06/25;19/06/25;8;Norte;Limpeza Doméstica;Esponja Múltipla;Cartão Crédito;205;Não;-;3
1051;CUST01051;28/05/25;02/06/25;5;Sudeste;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Crédito;599;Sim;Quantidade incorreta;2
1052;CUST01052;17/05/25;23/05/25;6;Norte;Bebidas;Refrigerante Cola 2L;Cartão Crédito;792;Não;-;3
1053;CUST01053;21/05/25;23/05/25;2;Nordeste;Higiene Pessoal;Sabonete em Barra;Cartão Crédito;163;Não;Produto conforme anunciado;5
1054;CUST01054;28/05/25;31/05/25;3;Nordeste;Alimentos Básicos;Macarrão Espaguete 500g;PIX;771;Não;-;3
1055;CUST01055;18/06/25;22/06/25;4;Centro-Oeste;Bebidas;Suco de Laranja 1L;Cartão Crédito;519;Não;-;3
1056;CUST01056;18/06/25;20/06/25;2;Sudeste;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Débito;1973;Não;-;3
1057;CUST01057;01/06/25;04/06/25;3;Centro-Oeste;Alimentos Básicos;Arroz Tipo 1 (5kg);PIX;3015;Não;-;3
1058;CUST01058;13/06/25;22/06/25;9;Sul;Higiene Pessoal;Creme Dental 90g;PIX;376;Não;-;3
1059;CUST01059;21/06/25;26/06/25;5;Nordeste;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;1233;Não;-;3
1060;CUST01060;21/05/25;26/05/25;5;Norte;Bebidas;Suco de Laranja 1L;Cartão Débito;942;Não;Ótima qualidade;4
1061;CUST01061;15/05/25;17/05/25;2;Sudeste;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Crédito;1847;Não;-;3
1062;CUST01062;30/05/25;05/06/25;6;Norte;Higiene Pessoal;Papel Higiênico c/12;PIX;1702;Sim;Embalagem violada;2
1063;CUST01063;16/05/25;20/05/25;4;Nordeste;Higiene Pessoal;Sabonete em Barra;Cartão Crédito;335;Não;-;3
1064;CUST01064;23/05/25;27/05/25;4;Centro-Oeste;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;1055;Sim;Embalagem violada;1
1065;CUST01065;31/05/25;01/06/25;1;Centro-Oeste;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;859;Não;-;3
1066;CUST01066;05/06/25;09/06/25;4;Nordeste;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;470;Sim;Embalagem violada;2
1067;CUST01067;23/05/25;26/05/25;3;Nordeste;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;1093;Não;Entrega rápida e sem problemas;4
1068;CUST01068;27/06/25;04/07/25;7;Sul;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Débito;845;Não;-;3
1069;CUST01069;05/06/25;09/06/25;4;Centro-Oeste;Higiene Pessoal;Creme Dental 90g;Cartão Débito;376;Não;Ótima qualidade;4
1070;CUST01070;17/05/25;18/05/25;1;Sudeste;Limpeza Doméstica;Sabão em Pó 1kg;PIX;834;Sim;Cobrança duplicada;1
1071;CUST01071;15/06/25;16/06/25;1;Centro-Oeste;Higiene Pessoal;Papel Higiênico c/12;PIX;1389;Sim;Embalagem violada;2
1072;CUST01072;16/05/25;17/05/25;1;Sudeste;Higiene Pessoal;Shampoo 400ml;PIX;1322;Não;-;3
1073;CUST01073;21/05/25;26/05/25;5;Norte;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;1055;Não;-;3
1074;CUST01074;15/06/25;18/06/25;3;Sudeste;Alimentos Básicos;Macarrão Espaguete 500g;PIX;512;Não;-;3
1075;CUST01075;24/05/25;31/05/25;7;Sul;Higiene Pessoal;Sabonete em Barra;PIX;240;Não;Compra sem complicações;4
1076;CUST01076;12/06/25;18/06/25;6;Norte;Limpeza Doméstica;Desinfetante 1L;Cartão Crédito;665;Não;-;3
1077;CUST01077;27/05/25;06/06/25;10;Sul;Higiene Pessoal;Sabonete em Barra;Cartão Crédito;264;Não;-;3
1078;CUST01078;18/06/25;22/06/25;4;Centro-Oeste;Bebidas;Água Mineral 1,5L;Cartão Crédito;419;Não;-;3
1079;CUST01079;15/06/25;23/06/25;8;Norte;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Débito;728;Não;-;3
1080;CUST01080;22/06/25;27/06/25;5;Nordeste;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;1171;Não;-;3
1081;CUST01081;28/05/25;31/05/25;3;Nordeste;Limpeza Doméstica;Desinfetante 1L;PIX;511;Não;-;3
1082;CUST01082;19/06/25;27/06/25;8;Norte;Bebidas;Água Mineral 1,5L;PIX;414;Não;-;3
1083;CUST01083;08/06/25;18/06/25;10;Norte;Limpeza Doméstica;Esponja Múltipla;Cartão Crédito;265;Não;-;3
1084;CUST01084;25/06/25;04/07/25;9;Norte;Alimentos Básicos;Arroz Tipo 1 (5kg);PIX;2076;Não;-;3
1085;CUST01085;17/06/25;18/06/25;1;Sudeste;Alimentos Básicos;Feijão Carioca (1kg);Dinheiro;1112;Sim;Prazo de entrega excedido;1
1086;CUST01086;23/05/25;26/05/25;3;Nordeste;Limpeza Doméstica;Desinfetante 1L;Cartão Crédito;669;Não;Produto conforme anunciado;4
1087;CUST01087;20/05/25;24/05/25;4;Centro-Oeste;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Débito;601;Não;-;3
1088;CUST01088;25/05/25;29/05/25;4;Sudeste;Bebidas;Cerveja Pilsen 350ml (pack 6);PIX;1382;Não;-;3
1089;CUST01089;28/06/25;30/06/25;2;Sudeste;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Débito;593;Sim;Atraso na entrega;2
1090;CUST01090;29/06/25;03/07/25;4;Nordeste;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Crédito;630;Não;-;3
1091;CUST01091;11/06/25;15/06/25;4;Sudeste;Higiene Pessoal;Sabonete em Barra;PIX;270;Não;-;3
1092;CUST01092;21/06/25;25/06/25;4;Nordeste;Higiene Pessoal;Sabonete em Barra;Cartão Crédito;203;Não;-;3
1093;CUST01093;15/05/25;20/05/25;5;Centro-Oeste;Higiene Pessoal;Sabonete em Barra;Cartão Crédito;253;Não;-;3
1094;CUST01094;11/06/25;14/06/25;3;Nordeste;Limpeza Doméstica;Sabão em Pó 1kg;PIX;1188;Não;-;3
1095;CUST01095;25/05/25;26/05/25;1;Nordeste;Higiene Pessoal;Papel Higiênico c/12;PIX;2019;Não;-;3
1096;CUST01096;13/06/25;17/06/25;4;Centro-Oeste;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;1134;Sim;Cobrança duplicada;2
1097;CUST01097;30/05/25;07/06/25;8;Sul;Higiene Pessoal;Sabonete em Barra;PIX;357;Não;-;3
1098;CUST01098;28/06/25;03/07/25;5;Sul;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;780;Não;Ótima qualidade;4
1099;CUST01099;18/05/25;27/05/25;9;Sul;Higiene Pessoal;Sabonete em Barra;PIX;346;Sim;Produto danificado;1
1100;CUST01100;28/05/25;02/06/25;5;Sul;Limpeza Doméstica;Sabão em Pó 1kg;PIX;935;Não;-;3
1101;CUST01101;13/06/25;22/06/25;9;Sul;Higiene Pessoal;Creme Dental 90g;Cartão Crédito;406;Não;-;3
1102;CUST01102;07/06/25;08/06/25;1;Nordeste;Higiene Pessoal;Creme Dental 90g;Cartão Débito;386;Não;-;3
1103;CUST01103;20/05/25;24/05/25;4;Sudeste;Bebidas;Refrigerante Cola 2L;PIX;745;Não;-;3
1104;CUST01104;27/06/25;02/07/25;5;Centro-Oeste;Alimentos Básicos;Feijão Carioca (1kg);PIX;714;Não;-;3
1105;CUST01105;31/05/25;08/06/25;8;Sul;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Débito;760;Não;Compra sem complicações;5
1106;CUST01106;22/06/25;01/07/25;9;Sul;Bebidas;Suco de Laranja 1L;Cartão Débito;543;Sim;Produto danificado;1
1107;CUST01107;03/06/25;06/06/25;3;Sudeste;Bebidas;Cerveja Pilsen 350ml (pack 6);PIX;1776;Não;-;3
1108;CUST01108;20/05/25;22/05/25;2;Centro-Oeste;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Crédito;2060;Não;-;3
1109;CUST01109;22/05/25;31/05/25;9;Sul;Alimentos Básicos;Feijão Carioca (1kg);Cartão Débito;647;Sim;Produto danificado;2
1110;CUST01110;15/06/25;17/06/25;2;Sudeste;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Débito;1329;Sim;Prazo de entrega excedido;1
1111;CUST01111;18/06/25;28/06/25;10;Norte;Bebidas;Suco de Laranja 1L;Cartão Débito;739;Não;-;3
1112;CUST01112;19/05/25;20/05/25;1;Sudeste;Limpeza Doméstica;Desinfetante 1L;Cartão Crédito;586;Não;-;3
1113;CUST01113;30/05/25;05/06/25;6;Norte;Higiene Pessoal;Shampoo 400ml;Dinheiro;1457;Não;-;3
1114;CUST01114;30/06/25;10/07/25;10;Norte;Alimentos Básicos;Farinha de Trigo 1kg;PIX;834;Não;Atendimento excelente;5
1115;CUST01115;05/06/25;10/06/25;5;Sudeste;Higiene Pessoal;Sabonete em Barra;Cartão Crédito;170;Sim;Atraso na entrega;1
1116;CUST01116;16/06/25;18/06/25;2;Centro-Oeste;Alimentos Básicos;Macarrão Espaguete 500g;PIX;447;Não;-;3
1117;CUST01117;20/05/25;22/05/25;2;Centro-Oeste;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Crédito;421;Não;-;3
1118;CUST01118;12/06/25;16/06/25;4;Centro-Oeste;Higiene Pessoal;Papel Higiênico c/12;PIX;1781;Não;Ótima qualidade;4
1119;CUST01119;22/06/25;30/06/25;8;Sul;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Débito;2482;Sim;Produto danificado;1
1120;CUST01120;14/06/25;19/06/25;5;Nordeste;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;1369;Não;-;3
1121;CUST01121;26/06/25;01/07/25;5;Nordeste;Limpeza Doméstica;Sabão em Pó 1kg;Dinheiro;1362;Não;-;3
1122;CUST01122;19/05/25;28/05/25;9;Sul;Higiene Pessoal;Creme Dental 90g;Cartão Crédito;507;Não;-;3
1123;CUST01123;10/06/25;15/06/25;5;Norte;Higiene Pessoal;Papel Higiênico c/12;PIX;1970;Não;-;3
1124;CUST01124;10/06/25;18/06/25;8;Sul;Higiene Pessoal;Creme Dental 90g;Dinheiro;343;Não;Produto conforme anunciado;5
1125;CUST01125;24/06/25;01/07/25;7;Sul;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Débito;1978;Não;-;3
1126;CUST01126;12/06/25;19/06/25;7;Sul;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;406;Não;-;3
1127;CUST01127;31/05/25;05/06/25;5;Centro-Oeste;Limpeza Doméstica;Desinfetante 1L;Cartão Crédito;606;Não;-;3
1128;CUST01128;17/06/25;20/06/25;3;Sudeste;Higiene Pessoal;Creme Dental 90g;Cartão Débito;435;Não;-;3
1129;CUST01129;15/05/25;21/05/25;6;Sul;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;201;Não;-;3
1130;CUST01130;16/06/25;18/06/25;2;Sudeste;Bebidas;Suco de Laranja 1L;Cartão Débito;741;Não;-;3
1131;CUST01131;29/06/25;05/07/25;6;Sul;Bebidas;Água Mineral 1,5L;PIX;280;Não;Entrega rápida e sem problemas;4
1132;CUST01132;28/06/25;29/06/25;1;Nordeste;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Crédito;1817;Não;-;3
1133;CUST01133;28/06/25;01/07/25;3;Sudeste;Bebidas;Refrigerante Cola 2L;Cartão Crédito;800;Não;-;3
1134;CUST01134;17/06/25;27/06/25;10;Sul;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Crédito;1455;Não;-;3
1135;CUST01135;16/05/25;21/05/25;5;Nordeste;Bebidas;Refrigerante Cola 2L;Cartão Crédito;856;Não;-;3
1136;CUST01136;11/06/25;21/06/25;10;Norte;Bebidas;Refrigerante Cola 2L;Cartão Crédito;743;Não;-;3
1137;CUST01137;29/05/25;01/06/25;3;Sudeste;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Crédito;683;Sim;Produto diferente do pedido;2
1138;CUST01138;21/06/25;26/06/25;5;Sul;Higiene Pessoal;Shampoo 400ml;Cartão Crédito;1310;Não;-;3
1139;CUST01139;11/06/25;14/06/25;3;Nordeste;Limpeza Doméstica;Esponja Múltipla;Cartão Crédito;105;Não;-;3
1140;CUST01140;21/06/25;26/06/25;5;Norte;Higiene Pessoal;Creme Dental 90g;Cartão Crédito;516;Não;-;3
1141;CUST01141;25/06/25;29/06/25;4;Centro-Oeste;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Crédito;739;Sim;Produto diferente do pedido;1
1142;CUST01142;12/06/25;21/06/25;9;Norte;Higiene Pessoal;Shampoo 400ml;PIX;1610;Não;-;3
1143;CUST01143;24/05/25;26/05/25;2;Nordeste;Bebidas;Água Mineral 1,5L;Cartão Crédito;314;Não;-;3
1144;CUST01144;26/05/25;27/05/25;1;Sudeste;Limpeza Doméstica;Esponja Múltipla;PIX;234;Sim;Prazo de entrega excedido;1
1145;CUST01145;27/05/25;30/05/25;3;Centro-Oeste;Bebidas;Cerveja Pilsen 350ml (pack 6);PIX;1459;Não;-;3
1146;CUST01146;26/05/25;29/05/25;3;Nordeste;Higiene Pessoal;Sabonete em Barra;PIX;258;Não;-;3
1147;CUST01147;29/06/25;09/07/25;10;Norte;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Crédito;895;Não;Compra sem complicações;4
1148;CUST01148;01/06/25;06/06/25;5;Norte;Alimentos Básicos;Arroz Tipo 1 (5kg);PIX;2063;Não;-;3
1149;CUST01149;29/05/25;30/05/25;1;Nordeste;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Crédito;723;Não;Produto conforme anunciado;4
1150;CUST01150;28/05/25;07/06/25;10;Norte;Higiene Pessoal;Shampoo 400ml;Cartão Crédito;1316;Não;-;3
1151;CUST01151;25/05/25;01/06/25;7;Norte;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Crédito;1937;Sim;Cobrança duplicada;2
1152;CUST01152;16/05/25;25/05/25;9;Sul;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Débito;1887;Não;-;3
1153;CUST01153;27/06/25;28/06/25;1;Centro-Oeste;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Crédito;469;Não;-;3
1154;CUST01154;20/05/25;28/05/25;8;Sul;Higiene Pessoal;Sabonete em Barra;Cartão Débito;324;Sim;Atendimento ruim;2
1155;CUST01155;24/06/25;02/07/25;8;Norte;Alimentos Básicos;Arroz Tipo 1 (5kg);PIX;1593;Não;-;3
1156;CUST01156;03/06/25;04/06/25;1;Centro-Oeste;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Débito;566;Não;-;3
1157;CUST01157;05/06/25;09/06/25;4;Centro-Oeste;Higiene Pessoal;Sabonete em Barra;Dinheiro;337;Sim;Embalagem violada;2
1158;CUST01158;28/06/25;05/07/25;7;Sul;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;1478;Não;-;3
1159;CUST01159;16/06/25;21/06/25;5;Norte;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;966;Não;-;3
1160;CUST01160;27/05/25;31/05/25;4;Nordeste;Higiene Pessoal;Creme Dental 90g;Cartão Crédito;458;Não;-;3
1161;CUST01161;27/06/25;28/06/25;1;Centro-Oeste;Limpeza Doméstica;Desinfetante 1L;Cartão Débito;575;Não;-;3
1162;CUST01162;19/06/25;23/06/25;4;Nordeste;Alimentos Básicos;Farinha de Trigo 1kg;PIX;740;Sim;Embalagem violada;2
1163;CUST01163;01/06/25;11/06/25;10;Norte;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;699;Não;-;3
1164;CUST01164;06/06/25;10/06/25;4;Sudeste;Bebidas;Suco de Laranja 1L;Cartão Débito;970;Não;-;3
1165;CUST01165;31/05/25;02/06/25;2;Centro-Oeste;Limpeza Doméstica;Desinfetante 1L;Cartão Débito;423;Não;-;3
1166;CUST01166;17/06/25;21/06/25;4;Sudeste;Limpeza Doméstica;Sabão em Pó 1kg;PIX;1179;Sim;Produto diferente do pedido;1
1167;CUST01167;02/06/25;08/06/25;6;Norte;Higiene Pessoal;Shampoo 400ml;PIX;941;Não;-;3
1168;CUST01168;10/06/25;15/06/25;5;Centro-Oeste;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;1984;Não;-;3
1169;CUST01169;16/05/25;20/05/25;4;Nordeste;Alimentos Básicos;Macarrão Espaguete 500g;PIX;690;Sim;Produto diferente do pedido;1
1170;CUST01170;16/05/25;21/05/25;5;Nordeste;Alimentos Básicos;Feijão Carioca (1kg);PIX;686;Não;-;3
1171;CUST01171;24/06/25;02/07/25;8;Norte;Limpeza Doméstica;Esponja Múltipla;Cartão Crédito;258;Não;-;3
1172;CUST01172;25/05/25;29/05/25;4;Sudeste;Limpeza Doméstica;Sabão em Pó 1kg;Dinheiro;1358;Não;-;3
1173;CUST01173;01/06/25;11/06/25;10;Norte;Limpeza Doméstica;Desinfetante 1L;Cartão Crédito;615;Não;Ótima qualidade;4
1174;CUST01174;27/05/25;01/06/25;5;Sul;Bebidas;Água Mineral 1,5L;PIX;331;Não;-;3
1175;CUST01175;18/06/25;19/06/25;1;Centro-Oeste;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Crédito;2575;Não;Produto conforme anunciado;4
1176;CUST01176;28/06/25;01/07/25;3;Sudeste;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Crédito;417;Não;-;3
1177;CUST01177;27/06/25;07/07/25;10;Sul;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Débito;3129;Não;-;3
1178;CUST01178;18/06/25;22/06/25;4;Centro-Oeste;Higiene Pessoal;Shampoo 400ml;Cartão Crédito;1230;Não;-;3
1179;CUST01179;14/06/25;16/06/25;2;Centro-Oeste;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;743;Sim;Cobrança duplicada;1
1180;CUST01180;03/06/25;06/06/25;3;Centro-Oeste;Higiene Pessoal;Papel Higiênico c/12;PIX;2042;Não;-;3
1181;CUST01181;20/05/25;22/05/25;2;Sudeste;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;1126;Não;-;3
1182;CUST01182;23/05/25;27/05/25;4;Sudeste;Limpeza Doméstica;Desinfetante 1L;PIX;399;Não;-;3
1183;CUST01183;18/06/25;19/06/25;1;Centro-Oeste;Bebidas;Água Mineral 1,5L;PIX;216;Sim;Embalagem violada;1
1184;CUST01184;26/05/25;30/05/25;4;Sudeste;Higiene Pessoal;Shampoo 400ml;Cartão Débito;860;Não;-;3
1185;CUST01185;21/06/25;22/06/25;1;Nordeste;Bebidas;Suco de Laranja 1L;PIX;830;Não;Ótima qualidade;5
1186;CUST01186;28/05/25;02/06/25;5;Nordeste;Bebidas;Água Mineral 1,5L;Cartão Débito;447;Não;-;3
1187;CUST01187;10/06/25;15/06/25;5;Sudeste;Higiene Pessoal;Sabonete em Barra;Cartão Crédito;249;Não;-;3
1188;CUST01188;15/05/25;17/05/25;2;Sudeste;Alimentos Básicos;Macarrão Espaguete 500g;PIX;571;Não;-;3
1189;CUST01189;20/05/25;23/05/25;3;Centro-Oeste;Alimentos Básicos;Farinha de Trigo 1kg;PIX;486;Não;-;3
1190;CUST01190;18/05/25;19/05/25;1;Centro-Oeste;Limpeza Doméstica;Esponja Múltipla;Cartão Crédito;221;Não;-;3
1191;CUST01191;02/06/25;11/06/25;9;Norte;Bebidas;Suco de Laranja 1L;Dinheiro;780;Sim;Cobrança duplicada;2
1192;CUST01192;15/05/25;17/05/25;2;Sudeste;Higiene Pessoal;Sabonete em Barra;Cartão Débito;309;Sim;Cobrança duplicada;2
1193;CUST01193;04/06/25;12/06/25;8;Sul;Limpeza Doméstica;Esponja Múltipla;PIX;292;Não;-;3
1194;CUST01194;01/06/25;09/06/25;8;Norte;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;501;Não;-;3
1195;CUST01195;17/05/25;19/05/25;2;Sudeste;Bebidas;Refrigerante Cola 2L;PIX;1143;Não;-;3
1196;CUST01196;03/06/25;08/06/25;5;Centro-Oeste;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;279;Não;-;3
1197;CUST01197;19/05/25;22/05/25;3;Nordeste;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Débito;445;Não;Ótima qualidade;5
1198;CUST01198;10/06/25;15/06/25;5;Norte;Bebidas;Cerveja Pilsen 350ml (pack 6);PIX;1755;Não;Compra sem complicações;5
1199;CUST01199;18/05/25;20/05/25;2;Centro-Oeste;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;1011;Não;-;3
1200;CUST01200;10/06/25;15/06/25;5;Nordeste;Bebidas;Suco de Laranja 1L;PIX;768;Sim;Quantidade incorreta;1
1201;CUST01201;26/06/25;29/06/25;3;Sudeste;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;1325;Não;-;3
1202;CUST01202;26/06/25;28/06/25;2;Sudeste;Bebidas;Água Mineral 1,5L;Cartão Crédito;374;Não;-;3
1203;CUST01203;27/05/25;06/06/25;10;Norte;Higiene Pessoal;Shampoo 400ml;Cartão Débito;1794;Não;Compra sem complicações;4
1204;CUST01204;29/05/25;01/06/25;3;Centro-Oeste;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;1207;Não;-;3
1205;CUST01205;18/05/25;21/05/25;3;Nordeste;Higiene Pessoal;Creme Dental 90g;Cartão Crédito;325;Sim;Atraso na entrega;1
1206;CUST01206;12/06/25;21/06/25;9;Norte;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;892;Não;-;3
1207;CUST01207;25/05/25;26/05/25;1;Centro-Oeste;Bebidas;Suco de Laranja 1L;Cartão Crédito;996;Não;-;3
